tenant,site_id,local,lat,long,site_group,Tair,Tabove,Tbelow,CGDD,b1r,b2r,b3r,b4r,b5r,b6r,b7r,NDVI,CropType,PlantingDate
planet,UNLTAPS_SDI_10a,2020-08-16 10:00:00-05:00,41.0868,-100.772,North Platte,24.5016,8.68,22.92,1221,0.02871925,0.048539328,0.054375727,0.051032434,0.344610728,0.613220603,0.418876679,0.846346403,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-16 10:00:00-05:00,41.0868,-100.772,North Platte,24.5016,8.68,22.92,1221,0.02871925,0.048539328,0.054375727,0.051032434,0.344610728,0.613220603,0.418876679,0.846346403,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-17 10:00:00-05:00,41.0869,-100.772,North Platte,23.256,3.346,22.93,1236,0.028615882,0.048129995,0.054612911,0.050788431,0.336577164,0.610753515,0.420560554,0.84645439,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-17 10:00:00-05:00,41.0869,-100.772,North Platte,23.256,3.346,22.93,1236,0.028615882,0.048129995,0.054612911,0.050788431,0.336577164,0.610753515,0.420560554,0.84645439,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-18 10:00:00-05:00,41.0869,-100.772,North Platte,23.4913,4.918,21.92,1250,0.030254848,0.052288543,0.058584204,0.056555168,0.35018577,0.613953818,0.432020711,0.831306757,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-18 10:00:00-05:00,41.0869,-100.772,North Platte,23.4913,4.918,21.92,1250,0.030254848,0.052288543,0.058584204,0.056555168,0.35018577,0.613953818,0.432020711,0.831306757,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-19 10:00:00-05:00,41.0869,-100.772,North Platte,21.0672,2.919,19.72,1264,0.030437773,0.052161823,0.057603598,0.055711953,0.342833357,0.599896181,0.424968553,0.830044961,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-19 10:00:00-05:00,41.0869,-100.772,North Platte,21.0672,2.919,19.72,1264,0.030437773,0.052161823,0.057603598,0.055711953,0.342833357,0.599896181,0.424968553,0.830044961,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-20 10:00:00-05:00,41.0869,-100.772,North Platte,24.4738,9.784,22.26,1279,0.031262699,0.05209322,0.05935114,0.057895685,0.323915647,0.519537128,0.388856663,0.799472134,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-20 10:00:00-05:00,41.0869,-100.772,North Platte,24.4738,9.784,22.26,1279,0.031262699,0.05209322,0.05935114,0.057895685,0.323915647,0.519537128,0.388856663,0.799472134,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-21 10:00:00-05:00,41.0868,-100.772,North Platte,24.1788,9.032,23.69,1293,0.031219504,0.053835479,0.061050453,0.059311896,0.342919264,0.589516191,0.425029686,0.81717223,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-21 10:00:00-05:00,41.0868,-100.772,North Platte,24.1788,9.032,23.69,1293,0.031219504,0.053835479,0.061050453,0.059311896,0.342919264,0.589516191,0.425029686,0.81717223,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-22 10:00:00-05:00,41.0868,-100.772,North Platte,25.9778,8.629,24.85,1307,0.031908911,0.055199062,0.061721013,0.060644083,0.347404049,0.592638153,0.42871467,0.814340329,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-22 10:00:00-05:00,41.0868,-100.772,North Platte,25.9778,8.629,24.85,1307,0.031908911,0.055199062,0.061721013,0.060644083,0.347404049,0.592638153,0.42871467,0.814340329,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-23 10:00:00-05:00,41.0869,-100.772,North Platte,26.5661,8.774,24.59,1323,0.031384948,0.056145438,0.062754724,0.062214275,0.349027827,0.591935513,0.430272304,0.809785844,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-23 10:00:00-05:00,41.0869,-100.772,North Platte,26.5661,8.774,24.59,1323,0.031384948,0.056145438,0.062754724,0.062214275,0.349027827,0.591935513,0.430272304,0.809785844,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-24 10:00:00-05:00,41.0869,-100.772,North Platte,25.8653,6.975,24.01,1339,0.032836224,0.057108293,0.064446891,0.063847522,0.34826421,0.591820362,0.434498322,0.80524432,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-24 10:00:00-05:00,41.0869,-100.772,North Platte,25.8653,6.975,24.01,1339,0.032836224,0.057108293,0.064446891,0.063847522,0.34826421,0.591820362,0.434498322,0.80524432,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-25 10:00:00-05:00,41.0869,-100.772,North Platte,24.1995,5.952,22.91,1355,0.034301962,0.05883887,0.066590599,0.067795027,0.350439776,0.596372925,0.437104153,0.79584975,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-25 10:00:00-05:00,41.0869,-100.772,North Platte,24.1995,5.952,22.91,1355,0.034301962,0.05883887,0.066590599,0.067795027,0.350439776,0.596372925,0.437104153,0.79584975,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-26 10:00:00-05:00,41.0869,-100.772,North Platte,23.8413,4.823,22.64,1370,0.03442856,0.060604112,0.067922281,0.06954797,0.347876128,0.585210125,0.436074402,0.787561328,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-26 10:00:00-05:00,41.0869,-100.772,North Platte,23.8413,4.823,22.64,1370,0.03442856,0.060604112,0.067922281,0.06954797,0.347876128,0.585210125,0.436074402,0.787561328,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-27 10:00:00-05:00,41.0869,-100.772,North Platte,26.0033,8.209,24.31,1383,0.035087693,0.062944595,0.070392865,0.07191486,0.359820528,0.605672453,0.440689821,0.787732566,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-27 10:00:00-05:00,41.0869,-100.772,North Platte,26.0033,8.209,24.31,1383,0.035087693,0.062944595,0.070392865,0.07191486,0.359820528,0.605672453,0.440689821,0.787732566,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-28 10:00:00-05:00,41.0869,-100.772,North Platte,24.852,8.97,22.85,1392,0.034289507,0.062975137,0.070218839,0.073045483,0.354480295,0.59141387,0.435241207,0.780135586,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-28 10:00:00-05:00,41.0869,-100.772,North Platte,24.852,8.97,22.85,1392,0.034289507,0.062975137,0.070218839,0.073045483,0.354480295,0.59141387,0.435241207,0.780135586,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-29 10:00:00-05:00,41.0869,-100.772,North Platte,18.7653,1.049,19.54,1406,0.033940327,0.06158696,0.068792807,0.072601951,0.348399185,0.597745235,0.445630548,0.783390002,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-29 10:00:00-05:00,41.0869,-100.772,North Platte,18.7653,1.049,19.54,1406,0.033940327,0.06158696,0.068792807,0.072601951,0.348399185,0.597745235,0.445630548,0.783390002,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-30 10:00:00-05:00,41.0869,-100.772,North Platte,20.1058,13.25,18.59,1414,0.030668071,0.053016699,0.062123065,0.06491114,0.297476443,0.463394898,0.369660252,0.754266901,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-30 10:00:00-05:00,41.0869,-100.772,North Platte,20.1058,13.25,18.59,1414,0.030668071,0.053016699,0.062123065,0.06491114,0.297476443,0.463394898,0.369660252,0.754266901,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-31 10:00:00-05:00,41.0869,-100.772,North Platte,15.5135,-7.619,15.21,1423,0.03412594,0.060670987,0.069540572,0.073229621,0.34059492,0.576415522,0.452892019,0.77455501,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-08-31 10:00:00-05:00,41.0869,-100.772,North Platte,15.5135,-7.619,15.21,1423,0.03412594,0.060670987,0.069540572,0.073229621,0.34059492,0.576415522,0.452892019,0.77455501,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-01 10:00:00-05:00,41.0869,-100.772,North Platte,16.9948,7.368,17.4,1433,0.033212974,0.05805011,0.067219728,0.070542747,0.318239738,0.506916217,0.401479128,0.755678753,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-01 10:00:00-05:00,41.0869,-100.772,North Platte,16.9948,7.368,17.4,1433,0.033212974,0.05805011,0.067219728,0.070542747,0.318239738,0.506916217,0.401479128,0.755678753,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-02 10:00:00-05:00,41.087,-100.772,North Platte,20.2648,-0.5548,19.72,1444,0.034746544,0.062553005,0.070548078,0.075561524,0.352292506,0.580180086,0.460719869,0.769538724,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-02 10:00:00-05:00,41.087,-100.772,North Platte,20.2648,-0.5548,19.72,1444,0.034746544,0.062553005,0.070548078,0.075561524,0.352292506,0.580180086,0.460719869,0.769538724,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-03 10:00:00-05:00,41.0869,-100.772,North Platte,16.5682,-4.347,16.32,1457,0.036867935,0.0669208,0.077465907,0.084743085,0.353754312,0.578133057,0.452263009,0.744316987,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-03 10:00:00-05:00,41.0869,-100.772,North Platte,16.5682,-4.347,16.32,1457,0.036867935,0.0669208,0.077465907,0.084743085,0.353754312,0.578133057,0.452263009,0.744316987,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-04 10:00:00-05:00,41.0868,-100.772,North Platte,20.598,-0.7903,20.1,1470,0.036502342,0.067210136,0.076319937,0.084513996,0.35450177,0.567457274,0.457296006,0.74074319,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-04 10:00:00-05:00,41.0868,-100.772,North Platte,20.598,-0.7903,20.1,1470,0.036502342,0.067210136,0.076319937,0.084513996,0.35450177,0.567457274,0.457296006,0.74074319,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-05 10:00:00-05:00,41.0869,-100.772,North Platte,23.4671,6.006,22.05,1485,0.038399659,0.07186283,0.081690401,0.092463382,0.365871007,0.577023031,0.46113934,0.723778166,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-05 10:00:00-05:00,41.0869,-100.772,North Platte,23.4671,6.006,22.05,1485,0.038399659,0.07186283,0.081690401,0.092463382,0.365871007,0.577023031,0.46113934,0.723778166,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-06 10:00:00-05:00,41.0869,-100.772,North Platte,20.8933,1.277,21.85,1491,0.040275689,0.073337981,0.08419039,0.099048588,0.362319325,0.556782926,0.470060813,0.697945018,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-06 10:00:00-05:00,41.0869,-100.772,North Platte,20.8933,1.277,21.85,1491,0.040275689,0.073337981,0.08419039,0.099048588,0.362319325,0.556782926,0.470060813,0.697945018,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-07 10:00:00-05:00,41.0869,-100.772,North Platte,15.3325,-2.66,15.85,1491,0.037052123,0.070707801,0.084044554,0.103050736,0.347339606,0.53450542,0.443643766,0.676732048,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-07 10:00:00-05:00,41.0869,-100.772,North Platte,15.3325,-2.66,15.85,1491,0.037052123,0.070707801,0.084044554,0.103050736,0.347339606,0.53450542,0.443643766,0.676732048,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-08 10:00:00-05:00,41.0869,-100.772,North Platte,4.39547,2.94,5.148,1491,0.035920981,0.053025284,0.066449764,0.083235644,0.273506091,0.401139916,0.33539633,0.656317737,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-08 10:00:00-05:00,41.0869,-100.772,North Platte,4.39547,2.94,5.148,1491,0.035920981,0.053025284,0.066449764,0.083235644,0.273506091,0.401139916,0.33539633,0.656317737,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-09 10:00:00-05:00,41.0868,-100.772,North Platte,3.19331,2.516,4.212,1493,0.026506478,0.047315819,0.060340279,0.076130141,0.248875116,0.384312048,0.331706837,0.669317265,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-09 10:00:00-05:00,41.0868,-100.772,North Platte,3.19331,2.516,4.212,1493,0.026506478,0.047315819,0.060340279,0.076130141,0.248875116,0.384312048,0.331706837,0.669317265,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-10 10:00:00-05:00,41.0868,-100.772,North Platte,9.49137,-8.634,11.75,1498,0.040833664,0.073165314,0.085761659,0.10594038,0.350914759,0.540074097,0.464885558,0.672018559,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-10 10:00:00-05:00,41.0868,-100.772,North Platte,9.49137,-8.634,11.75,1498,0.040833664,0.073165314,0.085761659,0.10594038,0.350914759,0.540074097,0.464885558,0.672018559,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-11 10:00:00-05:00,41.0868,-100.772,North Platte,10.5365,10.56,11.45,1504,0.029319223,0.050971862,0.067011343,0.08235417,0.252076255,0.391332503,0.341603978,0.652284202,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-11 10:00:00-05:00,41.0868,-100.772,North Platte,10.5365,10.56,11.45,1504,0.029319223,0.050971862,0.067011343,0.08235417,0.252076255,0.391332503,0.341603978,0.652284202,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-12 10:00:00-05:00,41.0869,-100.772,North Platte,12.927,8.102,14.42,1513,0.039521721,0.070385683,0.082912601,0.104146645,0.332938411,0.527119971,0.484404297,0.670039116,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-12 10:00:00-05:00,41.0869,-100.772,North Platte,12.927,8.102,14.42,1513,0.039521721,0.070385683,0.082912601,0.104146645,0.332938411,0.527119971,0.484404297,0.670039116,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-13 10:00:00-05:00,41.0868,-100.772,North Platte,17.078,0.09724,18.3,1522,0.038284827,0.068834901,0.079280207,0.102613961,0.353516436,0.524500129,0.478078311,0.672742288,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-13 10:00:00-05:00,41.0868,-100.772,North Platte,17.078,0.09724,18.3,1522,0.038284827,0.068834901,0.079280207,0.102613961,0.353516436,0.524500129,0.478078311,0.672742288,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-14 10:00:00-05:00,41.0869,-100.772,North Platte,17.6233,-0.8359,19.23,1532,0.038326171,0.071104655,0.084699225,0.109576486,0.322449717,0.466758339,0.423282657,0.619747129,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-14 10:00:00-05:00,41.0869,-100.772,North Platte,17.6233,-0.8359,19.23,1532,0.038326171,0.071104655,0.084699225,0.109576486,0.322449717,0.466758339,0.423282657,0.619747129,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-15 10:00:00-05:00,41.0868,-100.772,North Platte,16.7311,-0.9531,17.34,1538,0.039702402,0.072787466,0.087660561,0.116105346,0.328644197,0.470872752,0.429315746,0.604396325,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-15 10:00:00-05:00,41.0868,-100.772,North Platte,16.7311,-0.9531,17.34,1538,0.039702402,0.072787466,0.087660561,0.116105346,0.328644197,0.470872752,0.429315746,0.604396325,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-16 10:00:00-05:00,41.0869,-100.772,North Platte,16.2491,-3.136,16.1,1545,0.039718108,0.073800326,0.089449148,0.119999256,0.331657404,0.48375629,0.438889854,0.602490588,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-16 10:00:00-05:00,41.0869,-100.772,North Platte,16.2491,-3.136,16.1,1545,0.039718108,0.073800326,0.089449148,0.119999256,0.331657404,0.48375629,0.438889854,0.602490588,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-17 10:00:00-05:00,41.0868,-100.772,North Platte,13.8991,4.193,15.83,1553,0.03788409,0.07227912,0.087257582,0.124053963,0.347938368,0.500313448,0.458008454,0.602625118,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-17 10:00:00-05:00,41.0868,-100.772,North Platte,13.8991,4.193,15.83,1553,0.03788409,0.07227912,0.087257582,0.124053963,0.347938368,0.500313448,0.458008454,0.602625118,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-18 10:00:00-05:00,41.0869,-100.772,North Platte,12.3998,6.045,13.28,1563,0.035206352,0.066736449,0.082643101,0.115577744,0.306113595,0.426859898,0.392872989,0.573857951,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-18 10:00:00-05:00,41.0869,-100.772,North Platte,12.3998,6.045,13.28,1563,0.035206352,0.066736449,0.082643101,0.115577744,0.306113595,0.426859898,0.392872989,0.573857951,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-19 10:00:00-05:00,41.0868,-100.772,North Platte,15.1655,-3.395,15.52,1575,0.037139713,0.072661693,0.088785498,0.123368833,0.330251914,0.471738721,0.445322397,0.585389794,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-19 10:00:00-05:00,41.0868,-100.772,North Platte,15.1655,-3.395,15.52,1575,0.037139713,0.072661693,0.088785498,0.123368833,0.330251914,0.471738721,0.445322397,0.585389794,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-20 10:00:00-05:00,41.0868,-100.772,North Platte,16.9554,9.932,19.13,1588,0.039293325,0.074218497,0.089175583,0.121506987,0.314839053,0.436256267,0.409307213,0.564306231,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-20 10:00:00-05:00,41.0868,-100.772,North Platte,16.9554,9.932,19.13,1588,0.039293325,0.074218497,0.089175583,0.121506987,0.314839053,0.436256267,0.409307213,0.564306231,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-21 10:00:00-05:00,41.0869,-100.772,North Platte,16.2678,4.924,18,1599,0.037048592,0.074482193,0.090117961,0.129896662,0.343240194,0.476057267,0.428752845,0.571265551,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-21 10:00:00-05:00,41.0869,-100.772,North Platte,16.2678,4.924,18,1599,0.037048592,0.074482193,0.090117961,0.129896662,0.343240194,0.476057267,0.428752845,0.571265551,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-22 10:00:00-05:00,41.0868,-100.772,North Platte,18.0698,-0.03756,18.36,1610,0.045693262,0.084134323,0.098359393,0.137832735,0.360230612,0.496699189,0.471870116,0.565560912,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-22 10:00:00-05:00,41.0868,-100.772,North Platte,18.0698,-0.03756,18.36,1610,0.045693262,0.084134323,0.098359393,0.137832735,0.360230612,0.496699189,0.471870116,0.565560912,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-23 10:00:00-05:00,41.0869,-100.772,North Platte,18.6822,-0.308,19.13,1620,0.047438057,0.089040459,0.103663741,0.145327631,0.373167205,0.508906802,0.487032668,0.555732245,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-23 10:00:00-05:00,41.0869,-100.772,North Platte,18.6822,-0.308,19.13,1620,0.047438057,0.089040459,0.103663741,0.145327631,0.373167205,0.508906802,0.487032668,0.555732245,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-24 10:00:00-05:00,41.0868,-100.772,North Platte,19.3214,-0.2738,19.57,1630,0.050890129,0.091892045,0.105643906,0.150558445,0.383130005,0.514053824,0.491232642,0.546928481,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-24 10:00:00-05:00,41.0868,-100.772,North Platte,19.3214,-0.2738,19.57,1630,0.050890129,0.091892045,0.105643906,0.150558445,0.383130005,0.514053824,0.491232642,0.546928481,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-25 10:00:00-05:00,41.0869,-100.772,North Platte,20.8447,0.5502,21.4,1640,0.049842686,0.090801663,0.106216455,0.150843498,0.372579901,0.494312289,0.477441432,0.532381167,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-25 10:00:00-05:00,41.0869,-100.772,North Platte,20.8447,0.5502,21.4,1640,0.049842686,0.090801663,0.106216455,0.150843498,0.372579901,0.494312289,0.477441432,0.532381167,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-26 10:00:00-05:00,41.0869,-100.772,North Platte,21.4249,2.485,23.14,1644,0.051993099,0.095700569,0.110782061,0.157509869,0.378729568,0.504905159,0.482465738,0.524437513,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-26 10:00:00-05:00,41.0869,-100.772,North Platte,21.4249,2.485,23.14,1644,0.051993099,0.095700569,0.110782061,0.157509869,0.378729568,0.504905159,0.482465738,0.524437513,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-27 10:00:00-05:00,41.0868,-100.772,North Platte,13.6293,7.74,14.28,1647,0.038229093,0.066070265,0.085496654,0.11799361,0.260630511,0.354706341,0.327418243,0.500767411,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-27 10:00:00-05:00,41.0868,-100.772,North Platte,13.6293,7.74,14.28,1647,0.038229093,0.066070265,0.085496654,0.11799361,0.260630511,0.354706341,0.327418243,0.500767411,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-28 10:00:00-05:00,41.0869,-100.772,North Platte,12.1384,-12.31,13.11,1654,0.052576658,0.09230285,0.107651086,0.155588167,0.381874228,0.5002639,0.500186825,0.525538838,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-28 10:00:00-05:00,41.0869,-100.772,North Platte,12.1384,-12.31,13.11,1654,0.052576658,0.09230285,0.107651086,0.155588167,0.381874228,0.5002639,0.500186825,0.525538838,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-29 10:00:00-05:00,41.0869,-100.772,North Platte,9.46659,-5.626,11.1,1657,0.049446851,0.087415069,0.104899269,0.152092131,0.344936468,0.453067944,0.435614865,0.497349089,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-29 10:00:00-05:00,41.0869,-100.772,North Platte,9.46659,-5.626,11.1,1657,0.049446851,0.087415069,0.104899269,0.152092131,0.344936468,0.453067944,0.435614865,0.497349089,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-30 10:00:00-05:00,41.0869,-100.772,North Platte,15.6823,-5.748,15.73,1660,0.060689799,0.1037421,0.118221023,0.173668432,0.384134214,0.517579548,0.499773136,0.497522055,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-09-30 10:00:00-05:00,41.0869,-100.772,North Platte,15.6823,-5.748,15.73,1660,0.060689799,0.1037421,0.118221023,0.173668432,0.384134214,0.517579548,0.499773136,0.497522055,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-01 10:00:00-05:00,41.0869,-100.772,North Platte,8.82973,-16.7,11.39,1665,0.058645689,0.099768418,0.116355058,0.171230055,0.385659557,0.490852094,0.505813351,0.482752841,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-01 10:00:00-05:00,41.0869,-100.772,North Platte,8.82973,-16.7,11.39,1665,0.058645689,0.099768418,0.116355058,0.171230055,0.385659557,0.490852094,0.505813351,0.482752841,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-02 10:00:00-05:00,41.0868,-100.772,North Platte,10.1046,-8.717,11.82,1669,0.059486724,0.102421488,0.119718051,0.176031599,0.395816281,0.50823855,0.511847293,0.48549093,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-02 10:00:00-05:00,41.0868,-100.772,North Platte,10.1046,-8.717,11.82,1669,0.059486724,0.102421488,0.119718051,0.176031599,0.395816281,0.50823855,0.511847293,0.48549093,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-03 10:00:00-05:00,41.0869,-100.772,North Platte,12.3243,-9.718,13.87,1675,0.061188819,0.10473779,0.121555545,0.18080625,0.408822265,0.518440499,0.520808412,0.482854227,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-03 10:00:00-05:00,41.0869,-100.772,North Platte,12.3243,-9.718,13.87,1675,0.061188819,0.10473779,0.121555545,0.18080625,0.408822265,0.518440499,0.520808412,0.482854227,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-04 10:00:00-05:00,41.0869,-100.772,North Platte,11.4696,-8.581,12.81,1684,0.061521653,0.106614444,0.12451697,0.184400253,0.412845527,0.522898461,0.522935582,0.478578855,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-04 10:00:00-05:00,41.0869,-100.772,North Platte,11.4696,-8.581,12.81,1684,0.061521653,0.106614444,0.12451697,0.184400253,0.412845527,0.522898461,0.522935582,0.478578855,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-05 10:00:00-05:00,41.0869,-100.772,North Platte,14.7014,-5.29,17.96,1693,0.060915375,0.109336024,0.127229876,0.189149414,0.405652748,0.517212986,0.517487434,0.464440877,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-05 10:00:00-05:00,41.0869,-100.772,North Platte,14.7014,-5.29,17.96,1693,0.060915375,0.109336024,0.127229876,0.189149414,0.405652748,0.517212986,0.517487434,0.464440877,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-06 10:00:00-05:00,41.0869,-100.772,North Platte,14.6032,-3.012,17.67,1700,0.063132418,0.113091022,0.131902614,0.196869021,0.430153234,0.547882598,0.534961253,0.471316299,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-06 10:00:00-05:00,41.0869,-100.772,North Platte,14.6032,-3.012,17.67,1700,0.063132418,0.113091022,0.131902614,0.196869021,0.430153234,0.547882598,0.534961253,0.471316299,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-07 10:00:00-05:00,41.0869,-100.772,North Platte,14.2045,-5.461,17.1,1708,0.063787979,0.11272021,0.129813621,0.193395305,0.418346839,0.524145712,0.51789482,0.460949827,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-07 10:00:00-05:00,41.0869,-100.772,North Platte,14.2045,-5.461,17.1,1708,0.063787979,0.11272021,0.129813621,0.193395305,0.418346839,0.524145712,0.51789482,0.460949827,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-08 10:00:00-05:00,41.0869,-100.772,North Platte,14.7124,-5.068,15.09,1718,0.059256924,0.113792821,0.13343374,0.203477062,0.429613442,0.564608575,0.543566849,0.470170896,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-08 10:00:00-05:00,41.0869,-100.772,North Platte,14.7124,-5.068,15.09,1718,0.059256924,0.113792821,0.13343374,0.203477062,0.429613442,0.564608575,0.543566849,0.470170896,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-09 10:00:00-05:00,41.0868,-100.772,North Platte,13.5121,-5.139,15.32,1725,0.054607812,0.106036568,0.127775738,0.196382241,0.417901385,0.530071406,0.522252311,0.459339926,Corn,05/01/2020
planet,UNLTAPS_SDI_10a,2020-10-09 10:00:00-05:00,41.0868,-100.772,North Platte,13.5121,-5.139,15.32,1725,0.054607812,0.106036568,0.127775738,0.196382241,0.417901385,0.530071406,0.522252311,0.459339926,Corn,05/01/2020
